id,sponsor,event,venue,place,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
17057,NORDDEUTSCHERRR LLOYD BREMEN,LUNCH,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.25X8,NONE,"GERMAN & ENGLISH; ILLUSTRATIONS OF BUSY HARBOR, MANY BOATS AND TABLE SET WITH TANKARD, WINEBOTTLES, GLASSES, LOBSTER; CARD ALSO A POSTCARD;",1901-1669,1901-06-16T00:00:00Z,NORDDEUTSCHERRR LLOYD BREMEN,,,COMPLETE,2,55
17058,NORDDEUTSCHER LLOYD BREMEN,DINNER,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",FOLDER; ILLUS; COL; 5X7.5;,NONE,GERMAN & ENGLISH; CONCERT PROGRAM ON BACK COVER; ILLUSTRATION OF MYTHICAL SEA FIGRURES ON COVER;,1901-1670,1901-06-16T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,0
17059,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5X7.5;,NONE,GERMAN & ENGLISH; ILLUSTRATION OF LARGE SAILBOAT & STEAMSHIP AT SEA; COULD POSSIBLY BE MEAL (LUNCH ?) OF ANOTHER CLASS;,1901-1671,1901-06-16T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,13
17060,NORDDEUTSCHER LLOYD BREMEN,MITTAGESSEN,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5X7.5;,NONE,GERMAN ONLY; ILLUSTRATION OF LARGE SAILBOAT AT SEA; COULD POSSIBLY BE MEAL OF ANOTHER CLASS; ALSO A POSTCARD;,1901-1672,1901-06-16T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,11
17061,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,VENTURA,CARD;ILLUS;COL;5.5X7;,NONE,SS COMPANY FLAG AT TOP;,1901-1673,1901-06-17T00:00:00Z,OCEANIC STEAMSHIP COMPANY,,,COMPLETE,2,26
17062,NORDDEUTSCHERRR LLOYD BREMEN,BREAKFAST,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.25X8,NONE,GERMAN & ENGLISH; ILLUSTRATION OF LARGE SAILBOAT AT SEA; CARD ALSO A POSTCARD;,1901-1674,1901-06-17T00:00:00Z,NORDDEUTSCHERRR LLOYD BREMEN,,,COMPLETE,2,70
17063,NORDDEUTSCHERRR LLOYD BREMEN,LUNCH,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.25X8,NONE,GERMAN & ENGLISH; ILLUSTRATIONS OF LARGE SAILBOAT AT SEA AND NAVIGATION TOOLS; CARD ALSO A POSTCARD;,1901-1675,1901-06-17T00:00:00Z,NORDDEUTSCHERRR LLOYD BREMEN,,,COMPLETE,2,52
17065,NORDDEUTSCHER LLOYD BREMEN,MITTAGESSEN,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5X7.5;,NONE,GERMAN ONLY; ILLUSTRATION OF ROCKY SHORELINE WITH SMALL BOATS; COULD POSSIBLY BE MEAL OF ANOTHER CLASS; ALSO A POSTCARD;,1901-1677,1901-06-17T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,11
17066,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,"SS ""KONIGEN LUISE""",CARD; ILLUS; COL; 5X7.5;,NONE,"GERMAN ONLY; ILLUSTRATION OF BUSY SEA SCENE WITH MANY SHIPS, ALL SIZES; COULD POSSIBLY BE MEAL SERVICE OF ANOTHER CLASS; ALSO A POSTCARD;",1901-1678,1901-06-17T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,14
17067,NORDDEUTSCHERRR LLOYD BREMEN,BREAKFAST,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.25X8,NONE,"GERMAN & ENGLISH; ILLUSTRATIONS OF SEA SCENE WITH MANY SHIPS, ALSO A TABLE SET WITH TANKARD, WINEGLASSES, WINE BOTTLE, LOBSTER; CARD ALSO A POSTCARD;",1901-1679,1901-06-18T00:00:00Z,NORDDEUTSCHERRR LLOYD BREMEN,,,COMPLETE,2,68
17068,NORDDEUTSCHERRR LLOYD BREMEN,LUNCH,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.25X8,NONE,"GERMAN & ENGLISH; ILLUSTRATION OF SHIPBOARD SCENE, PASSENGERS STROLLING AND CHATTING; CARD ALSO A POSTCARD;",1901-1680,1901-06-18T00:00:00Z,NORDDEUTSCHERRR LLOYD BREMEN,,,COMPLETE,2,54
17069,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS VENTURA;2ND CABIN,FOLDER; ILLUS; COL; 5X7.5;,DAILY;,BUSY ILLUSTRATED FRONT COVER AND BACK COVER;HANDWRITTEN AND DUPLICATED ON FORM;,1901-1551,1901-06-06T00:00:00Z,OCEANIC STEAMSHIP COMPANY,,,COMPLETE,4,33
17070,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,EN ROUTE ABOARD KONIGIN LUISE,CARD; COL; ILLUS; 5.5 X 8;,NONE,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF MEN AND WOMEN ON DECK; SIMPLER MENU THAN 1901-1554; BACK SET UP FOR USE AS POSTCARD;,1901-1555,1901-06-06T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,22
17072,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD KONIGIN LUISE,CARD; COL; ILLUS; 5.5 X 8;,NONE,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMER AND FOOD; BACK SET UP FOR USE AS POSTCARD;,1901-1566,1901-06-07T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,83
17075,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD KONIGIN LUISE,CARD; COL; ILLUS; 5.5 X 8;,NONE,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMER AND FOOD; BACK SET UP FOR USE AS POSTCARD;,1901-1576,1901-06-08T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,80
17076,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,EN ROUTE ABOARD KONIGIN LUISE,CARD; COL; ILLUS; 5.5 X 8;,NONE,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF SCHULSCHIFF HERZOGIN SOPHIS CHARLOTTE; BACK SET UP FOR USE AS POSTCARD;,1901-1577,1901-06-08T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,60
17077,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,EN ROUTE ABOARD KONIGIN LUISE,CARD; COL; ILLUS; 5.5 X 8;,NONE,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF SCHULSCHIFF HERZOGIN SOPHIS CHARLOTTE; SIMPLER MENU THAN 1901-1577; BACK SET UP FOR USE AS POSTCARD;,1901-1578,1901-06-08T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,22
17078,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD EXPRESS STEAMER FURST BISMARCK,CARD; ILLUS; COL; 4.75 X 7;,NONE,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMER AND WOMAN IN CLASSICAL DRESS HOLDING HAMBURG-AMERIKA LOGO;,1901-2004,1901-07-22T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,2,30
17079,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,EN ROUTE ABOARD DAMPFER FRIEDRICH DER GROSSER,CARD; ILLUS; COL; 5.25X8,NONE,MENU IN GERMAN AND ENGLISH;; ILLUSTRATION OF SCHULSCHIFF HERZOGIN SOPHIE CHARLOTTE; BACK OF MENU SET UP FOR USE AS POSTCARD;,1901-1818,1901-07-02T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,19
17081,STATLER'S HOTEL AND RESTAURANT,DINNER,COMMERCIAL,"ELLICOTT SQUARE, BUFFALO, NY",CARD; COL; ILLUS; 5.75 X 8;,NONE,GREEN ILLUSTRATION OF HOTEL AND BUFFALO EXPOSITION (?);,1901-1823,1901-07-03T00:00:00Z,STATLER'S HOTEL AND RESTAURANT,,,COMPLETE,2,22
17084,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COM,"EN ROUTE ""FRIEDRICH DER GROSSE""",FOLDER; ILLUS.COVER; COL; 4 X 6.5,NONE,MENU IN BOTH GERMAN & ENGLISH;,1901-2329,1901-09-13T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,4,54
17088,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,"EN ROUTE ""FRIEDRICH DER GROSSE""",FOLDER; ILLUS.COVER; COL; 4 X 6.5,NONE,MENU IN BOTH GERMAN & ENGLISH;,1901-2341,1901-09-14T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,4,59
17089,NORDDEUTSCHER LLOYD BREMEN,DINNER,COMMERCIAL,"EN ROUTE ""FRIEDRICH DER GROSSE""",FOLDER; ILLUS.COVER; COL; 5.25 X 7.5;,NONE,MENU IN BOTH GERMAN & ENGLISH; MUSIC PROGRAM INCLUDED;,1901-2342,1901-09-14T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,4,32
17090,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COM,"EN ROUTE ""FRIEDRICH DER GROSSE""",BROADSIDE; ILLUS; COL; 5.5 X 8.25;,NONE,MENU IN GERMAN ONLY;,1901-2343,1901-09-15T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,12
17091,NORDDEUTSCHER LLOYD BREMEN,DINNER,COM,"EN ROUTE ""FRIEDRICH DER GROSSE""",BROADSIDE; ILLUS; COL; 5.5 X 8.25;,NONE,MENU IN GERMAN ONLY;,1901-2344,1901-09-15T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,11
17093,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COM,"EN ROUTE ""FRIEDRICH DER GROSSE""",FOLDER; ILLUS.COVER; COL; 4 X 6.5,NONE,MENU IN BOTH GERMAN & ENGLISH;,1901-2346,1901-09-15T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,4,58
17094,HAMBURG AMERIKA LINIE,LUNCH,COMMERCIAL,SS DEUTSCHLAND,CARD; ILLUS; COL; 5X8;,DAILY;,GERMAN AND ENGLISH MENU;NEPTUNE HOLDING TRIDENT ON SHIELD WITH EMBLEM;,1901-2378,1901-09-19T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,2,88
17096,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD EXPRESS STEAMER FURST BISMARCK,CARD; ILLUS; COL; 4.75 X 7;,NONE,MENU IN GERMAN; ILLUSTRATION OF STEAMER AND WOMAN IN CLASSICAL DRESS HOLDING HAMBURG-AMERIKA LOGO;,1901-2005,1901-07-22T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,2,7
17098,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD EXPRESS STEAMER FURST BISMARCK,CARD; ILLUS; COL; 4.75 X 7;,NONE,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMER AND WOMAN IN CLASSICAL DRESS HOLDING HAMBURG-AMERIKA LOGO;,1901-2007,1901-07-23T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,2,30
17099,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,EN ROUTE ABOARD EXPRESS STEAMER FURST BISMARCK,FOLDER; ILLUS; COL; 4.75 X 7;,NONE,"MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF PEOPLE ON DECK ON CHILLY EVENING; MUSICAL PROGRAM; NOTE ABOUT ""SUBSCRIPTION LISTS"" FOR MUSICIANS;",1901-2008,1901-07-23T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,4,24
17100,HAMBURG-AMERIKA LINIE,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD EXPRESS STEAMER FURST BISMARCK,FOLDER; COL; 4.75 X 7;,NONE,MENU IN GERMAN AND ENGLISH; SEPIA;,1901-2009,1901-07-22T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,4,65
17101,OCEANIC STEAMSHIP CO.,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S.ZEALANDIA,FOLDER; ILLUS; COL; 5X7.5;,NONE,"HANDWRITTEN, PICTURE OF SAILING SHIP CAPTIONED AUSTRALIA AND GOLDEN GATE;",1901-2010,1901-07-23T00:00:00Z,OCEANIC STEAMSHIP CO.,,,COMPLETE,4,34
17103,OCEANIC STEAMSHIP CO.,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S. ZEALANDIA,CARD; 5.25 X 7,NONE,"HANDWRITTEN, LOGO;",1901-2012,1901-07-23T00:00:00Z,OCEANIC STEAMSHIP CO.,,,COMPLETE,2,31
17104,CHATEAU FRONTENAC,BREAKFAST,COMMERCIAL,"QUEBEC, CANADA",CARD; 3 X 4.25;,NONE,LOGO;,1901-2013,1901-07-24T00:00:00Z,CHATEAU FRONTENAC,,,COMPLETE,2,27
17106,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS SONOMA,BROADSIDE;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1774,1901-06-25T00:00:00Z,OCEANIC STEAMSHIP COMPANY,,,COMPLETE,2,25
17110,HAMBURG-AMERIKA LINIE,BREAKFAST,COMMERCIAL,SS FURST BISMARCK,FOLDER;4.25X6.25,DAILY;,MENU IN GERMAN AND ENGLISH,1901-1778,1901-06-26T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,4,77
17111,GRAND UNION,BREAKFAST,COMMERCIAL,"SARATOGA SPRINGS, NY",CARD;ILLUS;COL;5.5X7;,NONE,[DATE INFO SUPPLIED BY FEB];,1901-2049,1901-07-26T00:00:00Z,GRAND UNION,,,COMPLETE,2,78
17113,HOTEL CHAMPLAIN,DINNER,COMMERCIAL,"CLINTON COUNTY, NY",BROADSIDE; ILLUS; COL; 5.25 X 8.5;,NONE,,1901-2146,1901-08-12T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,45
17114,HOTEL CHAMPLAIN,BREAKFAST,COM,"CLINTON COUNTY, NY",BROADSIDE; ILLUS; COL; 5 X 7;,NONE,,1901-2150,1901-08-14T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,47
17116,HOTEL CHAMPLAIN,DINNER,COM,"CLINTON COUNTY, NY",BROADSIDE; ILLUS; COL; 5.25 X 8.5;,NONE,,1901-2152,1901-08-14T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,44
17117,HOTEL CHAMPLAIN,BREAKFAST,COMMERCIAL,"CLINTON,NY",CARD; ILLUS; COL; 5X7;,DAILY;,MAN IN COSTUME AT TABLE READING A NEWSPAPER;,1901-2154,1901-08-15T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,46
17119,HOTEL CHAMPLAIN,DINNER,COMMERCIAL,"CLINTON,NY",CARD; ILLUS; COL; 5.25X8.5,DAILY;,EMBLEM; BUILDINGS ON HILLTOP;,1901-2156,1901-08-15T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,44
17121,HOTEL CHAMPLAIN,LUNCHEON,COMMERCIAL,"CLINTON,NY",CARD; ILLUS; COL; 5X7;,DAILY;,EMBLEM; CROSSED ITEMS;,1901-2166,1901-08-16T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,44
17123,HOTEL CHAMPLAIN,BREAKFAST,COMMERCIAL,"CLINTON,NY",CARD; ILLUS; COL; 5X7;,DAILY;,MAN IN COSTUME AT TABLE READING A NEWSPAPER;,1901-2168,1901-08-17T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,46
17125,HOTEL CHAMPLAIN,DINNER,COMMERCIAL,"CLINTON,NY",CARD; ILLUS; COL; 5.25X8.5,DAILY;,EMBLEM; BUILDINGS ON HILLTOP;,1901-2170,1901-08-17T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,50
17126,HOTEL CHAMPLAIN,BREAKFAST,COMMERCIAL,"CLINTON,NY",CARD; ILLUS; COL; 5X7;,DAILY;,MAN IN COSTUME AT TABLE READING A NEWSPAPER;,1901-2171,1901-08-18T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,48
17127,HOTEL CHAMPLAIN,LUNCHEON,COMMERCIAL,"CLINTON,NY",CARD; ILLUS; COL; 5X7;,DAILY;,EMBLEM; CROSSED ITEMS;,1901-2172,1901-08-18T00:00:00Z,HOTEL CHAMPLAIN,,,COMPLETE,2,43
17131,RED STAR LINE,LUNCH,COMMERCIAL,SS WESTERNLAND,BROADSIDE; ILLUS; 5.25X8;,NONE,HANDWRITTEN; DECORATIVE BORDER;,1900-1103,1900-02-15T00:00:00Z,RED STAR LINE,,,COMPLETE,2,22
17132,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""AUGUSTE VICTORIA""",BROADSIDE; ILLUS; COL; 5 X 8;,NONE,"GERMAN & ENGLISH; ILLUSTRATION OF SHIP, ETC;",1900-1104,1900-02-15T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,2,26
17133,RED STAR LINE,DINNER,COMMERCIAL,SS WESTERNLAND,BROADSHEET; ILLUS; COL; 5X8,NONE,HANDWRITTEN; MARINE SKETCH AT TOP OF MENU;,1900-1105,1900-02-15T00:00:00Z,RED STAR LINE,Francs,FF,COMPLETE,2,53
17134,PACIFIC MAIL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD PANAMA LINE STEAMSHIP CITY OF PARA,BROADSIDE; 6 X 9;,NONE,MENU TYPED IN ENGLISH; ORNAMENTAL BORDER;,1900-2874,1900-04-19T00:00:00Z,PACIFIC MAIL STEAMSHIP CO.,,,COMPLETE,2,19
17135,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S. DORIC,FOLDER; 5.5 X 8.5;,NONE,HANDWRITTEN; NAUTICAL MOTIFS;,1900-2879,1900-04-20T00:00:00Z,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,,,COMPLETE,4,43
17136,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,LUNCH,COMMERCIAL,EN ROUTE ABOARD S.S. DORIC,BROADSIDE; COL; 5.5 X 8.5;,NONE,HANDWRITTEN; PINK;,1900-2880,1900-04-20T00:00:00Z,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,,,COMPLETE,2,32
17137,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S. DORIC,BROADSIDE; COL; 5.5 X 8.5;,NONE,HANDWRITTEN; PINK;,1900-2881,1900-04-20T00:00:00Z,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,,,COMPLETE,2,25
17138,PACIFIC MAIL STEAMSHIP CO.,DINNER,COMMERCIAL,EN ROUTE ABOARD PANAMA LINE STEAMSHIP CITY OF PARA,FOLDER; 6 X 9;,NONE,MENU TYPED IN ENGLISH BUT VARIOUS COURSES LISTED IN ENGLISH AND SPANISH; ORNAMENTAL BORDER;,1900-2883,1900-04-20T00:00:00Z,PACIFIC MAIL STEAMSHIP CO.,,,COMPLETE,4,19
17139,PACIFIC MAIL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD PANAMA LINE STEAMSHIP CITY OF PARA,BROADSIDE; 6 X 9;,NONE,MENU TYPED IN ENGLISH; ORNAMENTAL BORDER;,1900-2884,1900-04-20T00:00:00Z,PACIFIC MAIL STEAMSHIP CO.,,,COMPLETE,2,16
17141,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,LUNCH,COMMERCIAL,EN ROUTE ABOARD S.S. DORIC,BROADSIDE; COL; 5.5 X 8.5;,NONE,HANDWRITTEN; PINK;,1900-2887,1900-04-20T00:00:00Z,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,,,COMPLETE,2,31
17142,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S. DORIC,BROADSIDE; COL; 5.5 X 8.5;,NONE,HANDWRITTEN; PINK;,1900-2888,1900-04-20T00:00:00Z,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,,,COMPLETE,2,25
17143,PACIFIC MAIL STEAMSHIP CO.,DINNER,COMMERCIAL,EN ROUTE ABOARD PANAMA LINE STEAMSHIP CITY OF PARA,FOLDER; 6 X 9;,NONE,MENU TYPED IN ENGLISH BUT VARIOUS COURSES LISTED IN ENGLISH AND SPANISH; ORNAMENTAL BORDER;,1900-2896,1900-04-21T00:00:00Z,PACIFIC MAIL STEAMSHIP CO.,,,COMPLETE,4,19
19713,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S. DORIC,FOLDER; 5.5 X 8.5;,NONE,HANDWRITTEN; NAUTICAL MOTIFS;,1900-2899,1900-04-21T00:00:00Z,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,,,COMPLETE,4,44
19714,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S. DORIC,FOLDER; 5.5 X 8.5;,NONE,HANDWRITTEN; NAUTICAL MOTIFS;,1900-2904,1900-04-22T00:00:00Z,OCCIDENTAL AND ORIENTAL STEAMSHIP CO.,,,COMPLETE,4,44
19715,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,66TH STREET AND BROADWAY [NY],CARD; 4.75X7.5;,NONE,PRICED MENU;,1900-2193,1900-02-27T00:00:00Z,HOTEL MARIE ANTOINETTE,Dollars,$,COMPLETE,2,81
19716,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,66TH STREET AND BROADWAY [NY],CARD; 4.75X7.5;,NONE,PRICED MENU;,1900-2194,1900-02-28T00:00:00Z,HOTEL MARIE ANTOINETTE,Dollars,$,COMPLETE,2,80
19717,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,66TH STREET AND BROADWAY [NY],CARD; 6.5 X 8.75;,NONE,PRICED MENU;,1900-2195,1900-02-27T00:00:00Z,HOTEL MARIE ANTOINETTE,Dollars,$,COMPLETE,2,123
19718,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,66TH STREET AND BROADWAY [NY],CARD; 6.5 X 8.75;,NONE,PRICED MENU;,1900-2196,1900-02-28T00:00:00Z,HOTEL MARIE ANTOINETTE,Dollars,$,COMPLETE,2,123
19719,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,"66TH ST AND BROADWAY, NEW YORK, NY",CARD;ILL;COL;4.75X7.5;,DAILY;,,1900-2222,1900-03-01T00:00:00Z,HOTEL MARIE ANTOINETTE,Dollars,$,COMPLETE,2,82
19720,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,"66TH ST AND BROADWAY, NEW YORK, NY",CARD;ILL;COL;6.5X8.75;,DAILY;,,1900-2223,1900-03-01T00:00:00Z,HOTEL MARIE ANTOINETTE,Dollars,$,COMPLETE,2,124
19721,RED STAR LINE,BREAKFAST,COMMERCIAL,SS WESTERNLAND,CARD;ILL;COL;5X8,DAILY;,"SCENE AT SEA WITH BOAT;SHALLOW WATER SCENE WITH SAIL BOAT,MEN IN WATER;SEE 1900-2234",1900-2224,1900-03-02T00:00:00Z,RED STAR LINE,,,COMPLETE,2,16
19722,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,"66TH ST AND BROADWAY, NEW YORK, NY",CARD;ILL;COL;6.5X8.75;,DAILY;,,1900-2227,1900-03-02T00:00:00Z,HOTEL MARIE ANTOINETTE,Dollars,$,COMPLETE,2,123
19723,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,CARD;ILL;COL;5X8,DAILY;,"BUXOM SEATED WOMAN HOLDING SHIELD AND ANCHOR,SURROUNDED BY FOOD AND UTENSILS WITH A CITY SCENE IN THE BACKGROUND;SHIP AT SEA PICTURED IN FRAME;MENU LISTED IN GERMAN AND ENGLISH;",1900-2228,1900-03-02T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,2,22
19724,HAMBURG-AMERIKA LINIE,SUPPER,COMMERCIAL,SS AUGUSTE VICTORIA,FOLDER;ILL;COL;4.5X7,DAILY;,MENU LISTED IN GERMAN AND ENGLISH;MUSICIAN PLAYING TROMBONE;PICTURES OF JERUSALEM AND JAFFA;MUSICAL PROGRAM;,1900-2229,1900-03-02T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,4,28
19725,RED STAR LINE,BREAKFAST,COMMERCIAL,SS WESTERNLAND,CARD;ILL;COL;5X8,DAILY;,"SCENE AT SEA WITH BOAT;SHALLOW WATER SCENE WITH SAIL BOAT,MEN IN WATER;SEE 1900-2224",1900-2234,1900-03-02T00:00:00Z,RED STAR LINE,,,COMPLETE,2,17
19726,RED STAR LINE,LUNCH,COMMERCIAL,SS WESTERNLAND,CARD;ILL;COL;5X8,DAILY;,ANGEL CHILD WITH CHEF HAT AND APRON STIRRING PAN;GARLANDS OF FOOD AND UTENSILS;RED STAR LINE RENDERED IN COOKING ARTICLES;,1900-2235,1900-03-02T00:00:00Z,RED STAR LINE,,,COMPLETE,2,24
19727,CUNARD LINE,BREAKFAST,COMMERCIAL,RMS CAMPANIA,CARD;ILL;COL;4.25X6.5;,DAILY;,FLAG;PRICED WINE LIST ON BACK;,1900-2236,1900-03-02T00:00:00Z,CUNARD LINE,,,COMPLETE,2,108
19728,CUNARD LINE,DINNER,COMMERCIAL,RMS CAMPANIA,CARD;ILL;COL;4.25X6.5;,DAILY;,FLAG;PRICED WINE LIST ON BACK;,1900-2237,1900-03-02T00:00:00Z,CUNARD LINE,,,COMPLETE,2,96
19729,HOTEL PARK AVENUE,LUNCHEON,COMMERCIAL,"NEW YORK, NY",CARD;ILL;COL;4.5X7,DAILY;,COAT OF ARMS;,1900-2238,1900-03-02T00:00:00Z,PARK AVENUE HOTEL,,,COMPLETE,2,47
19730,CUNARD LINE,LUNCH,COMMERCIAL,RMS CAMPANIA,CARD;ILL;COL;4.25X6.5;,DAILY;,FLAG;PRICED WINE LIST ON BACK;,1900-2241,1900-03-02T00:00:00Z,CUNARD LINE,,,COMPLETE,2,102
19731,RED STAR LINE,DINNER,COMMERCIAL,SS WESTERNLAND,CARD; ILLUS; COL; 5X8;,NONE,PRICED WINE LIST ON BACK OF CARD; DUTCH (?) COSTUMED LADIES AT HARBOUR SKETCHED AT TOP OF MENU;,1900-2244,1900-03-02T00:00:00Z,RED STAR LINE,Francs,FF,COMPLETE,2,54
